,vid,start,end,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15
3436,-2UrGzS26gI,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
5307,-4Sby7Cij8w,120,130, /m/012ndj,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
6663,-5ndpuzXZWA,30,40, /m/0261r1,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
8726,-7u7PSafNgs,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
10710,-9wRxzJ5j_Y,0,10, /m/07rrlb6,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
11116,-ALDAj9ZcdY,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
19388,-Ih7wHtohw0,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
22594,-LsAlK8_Ivc,140,150, /m/07p7b8y,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
29652,-T1M6WMwY2c,190,200, /m/09x0r,/m/0llzx,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
30214,-TbcaCBA0pI,50,60, /m/01b_21,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
32609,-W8sjwvUM8k,70,80, /m/09x0r,/m/0lyf6,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
33840,-XP_QESiLgs,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
35674,-ZIEe_kc5Qs,0,10, /m/01d3sd,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
45899,-iz0D64m2ps,0,10, /m/03dnzn,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
46021,-j7SkfUP6bY,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
46434,-jZKuuJ_K8s,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
47248,-kNWj69sD3k,20,30, /m/03dnzn,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
47861,-l1eztcQKAw,20,30, /m/015lz1,/m/07rgt08,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
48819,-m5SJm-7CAs,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
51095,-oXN-SDJRiU,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
54163,-rjZ2Lsaov0,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
60317,-y8xSq8LjCc,10,20, /m/03dnzn,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
63186,008K2N_KOnY,30,40, /m/02qldy,/m/09x0r,/m/0ytgt ,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
